feature_index,metabolite,method,inchikey,hmdb,kegg,missing_fraction,high_coverage,analysis,normalization,converged,beta_time,beta_group,beta_time_group,se_group_robust,p_group,p_time_group,working_correlation,error,q_group,q_time_group
980,"ceramide (d18:2/24:1, d18:1/24:2)*",Method 2,QMVWGDBKESWTON-OQKRWUNJSA-N,"HMDB0240679,HMDB0240680",,0.009398496240601503,True,within_12m,provided_area,True,0.004022863491276662,-0.49474005185985015,-0.01154265471563024,0.19738453410891507,0.012194054176950542,0.18621470491189718,0.7335261906585981,,0.2667754363849334,0.7820753689870324
271,dextromethorphan,Method 2,MKXZASYAUGDDCJ-CGTJXYLNSA-N,HMDB0001920,"D03744,DG01078,C06947",0.9642857142857143,False,within_12m,provided_area,True,0.0020097622350357092,-0.1831750127677947,-0.10288444309602718,0.07317180479415436,0.012302203390699012,0.2651692296671194,0.5712167221352399,,0.2667754363849334,0.7850312870147734
549,"5alpha-androstan-3beta,17alpha-diol disulfate",Method 3,JHFAETDERBWUOO-ILSMVHKQSA-N,HMDB0094682,,0.6917293233082706,False,within_12m,provided_area,True,-0.0007634339799841559,-0.8730900062523086,0.011410677465119848,0.3502463614483739,0.01267444155221447,0.07362161300427639,1.0019196588295045,,0.2667754363849334,0.7522236655268406
450,1-arachidonoyl-GPC (20:4n6)*,Method 2,LAXQYRRMGGEGOH-JXRLJXCWSA-N,HMDB0010395,C05208,0.0,True,within_12m,provided_area,True,0.00482944854705328,-0.5473863816960621,-0.01466153762690195,0.21966496321077186,0.012705649689879429,0.23247562842120062,0.703462397226837,,0.2667754363849334,0.7845946675032586
254,"1,5-anhydroglucitol (1,5-AG)",Method 3,MPCAJMNYNOGXPB-SLPGGIOYSA-N,HMDB0002712,C07326,0.0018796992481203006,True,within_12m,provided_area,True,-0.00022326740882940322,-1.073223459813705,-0.01739689259535881,0.4315953282652821,0.012895476714387994,0.5024647959927455,0.8084518009542614,,0.2667754363849334,0.8808901653596669
240,xanthosine,Method 3,UBORTCNDUKBEOP-UUOKFMHZSA-N,HMDB0000299,C01762,0.231203007518797,False,within_12m,provided_area,True,-0.0034637489305146658,0.7947224822779566,0.03659455193131021,0.3203958238035884,0.013122050099629256,0.04148846269121781,0.9636592458720337,,0.2667754363849334,0.6980329455209855
303,beta-sitosterol,Method 2,KZJWDPNRJALLNS-XGEQACPASA-N,HMDB0000852,C01753,0.33270676691729323,False,within_12m,provided_area,True,-0.01886742585726906,1.067944957189737,-0.0004350393495094897,0.430964790939713,0.013210894019958338,0.9847375735072128,0.826689942966149,,0.2667754363849334,0.996301537669448
1140,glycoursodeoxycholic acid sulfate (2),Method 3,DKXXSIJHWWVNMO-XROMFQGDSA-N,,,0.5319548872180451,False,within_12m,provided_area,True,0.01858612676820609,-1.1928460529223581,-0.01614034892426521,0.48236684967727683,0.013402080645080272,0.2631565572142952,0.6528382799474529,,0.2667754363849334,0.7850312870147734
448,testosterone sulfate,Method 3,WAQBISPOEAOCOG-DYKIIFRCSA-N,HMDB0002833,,0.6766917293233082,False,within_12m,provided_area,True,-0.0022652837078238623,1.1063586500417768,0.03576473259016769,0.44826139341847,0.01358283844760202,0.37816830754030073,1.1636247937811366,,0.2667754363849334,0.8267088044837531
442,malonylcarnitine,Method 1,ZGNBLKBZJBJFDG-UHFFFAOYSA-N,HMDB0002095,,0.3233082706766917,False,within_12m,provided_area,True,0.00511879269323314,-0.9017462334910933,-0.07620104782146515,0.36653478663398215,0.013886240573323683,0.19471404677607362,0.4126070564750697,,0.2680842692336939,0.7829951087602092
647,isoleucylglycine,Method 3,UCGDDTHMMVWVMV-UHFFFAOYSA-N,HMDB0028907,,0.06766917293233082,True,within_12m,provided_area,True,-0.01212627488823089,0.47312221758222134,0.0034666636629771563,0.19269289340143037,0.014076023682914713,0.8598803170341356,0.6459481069839209,,0.2680842692336939,0.9554673069490138
607,omeprazole,Method 3,SUBDBMMJDZJVOS-UHFFFAOYSA-N,HMDB0001913,C07324,0.881578947368421,False,within_12m,provided_area,True,0.007281168512097324,-0.9361378093178245,-0.1999278384829382,0.38344647684515737,0.014631329310326324,0.1300642044041066,0.5377283699667526,,0.27450120810567447,0.7706084016992897
365,1-stearoyl-GPC (18:0),Method 2,IHNKQIMGVNPMTC-RUZDIDTESA-N,HMDB0010384,,0.0,True,within_12m,provided_area,True,9.583464455193058e-05,-0.41735882778231526,-0.002810239895317989,0.1713907458446019,0.014886420956938753,0.8501768525873916,0.7707874935516871,,0.27517986974811787,0.9543586305441006
1192,mercaptopurine,Method 3,GLVAUDGFNGKCSF-UHFFFAOYSA-N,HMDB0015167,C02380,0.9755639097744361,False,within_12m,provided_area,True,0.0006989537586271703,-0.1886253723309974,-0.0006989537586271729,0.07835410399038686,0.01606897508553262,0.8007851580709741,0.3555247676179779,,0.28994731909666654,0.9471474925108294
578,cinnamoylglycine,Method 3,YAADMLWHGMUGQL-VOTSOKGWSA-N,HMDB0011621,,0.3533834586466165,False,within_12m,provided_area,True,0.018111988273672303,-1.392736701691591,-0.13343770888875708,0.5789598540580795,0.01614662874842216,0.214946498780197,0.534700865758832,,0.28994731909666654,0.7829951087602092
474,hexadecanedioate (C16-DC),Method 3,QQHJDPROMQRDLA-UHFFFAOYSA-N,HMDB0000672,C19615,0.007518796992481203,True,within_12m,provided_area,True,-0.006332842351921956,0.7307863076440421,0.004907101848347166,0.3069120949076206,0.017261343294569884,0.844378169733382,0.8121238096582885,,0.29871559290271554,0.9543586305441006
1013,docosahexaenoylcarnitine (C22:6)*,Method 2,WLLMYDQRCSWAST-WSDBEMKQSA-N,,,0.05451127819548872,True,within_12m,provided_area,True,0.001481420086197885,-0.6903111755078953,-0.07274445919398104,0.29047912640938667,0.01747979499040494,0.010239535901853657,0.6665623323709792,,0.29871559290271554,0.42290914577989297
388,"fibrinopeptide A, phosphono-ser(3)*",Method 3,DROFZMGQYLJNLQ-UHFFFAOYSA-N,,,0.13721804511278196,True,within_12m,provided_area,True,0.005620422108237569,-1.1757613532045448,-0.03837332039572386,0.4948429044577731,0.01750006227090239,0.4340215027040796,0.8194298488112656,,0.29871559290271554,0.854136444979075
733,2-aminoheptanoate,Method 1,RDFMDVXONNIGBC-UHFFFAOYSA-N,HMDB0094649,,0.0018796992481203006,True,within_12m,provided_area,True,0.00016738866235295414,-0.3015976388399978,-0.023483227099315277,0.1270295425243963,0.01758548438727204,0.08442358278434484,0.5581415005512075,,0.29871559290271554,0.7522236655268406
1224,chenodeoxycholic acid sulfate (1),Method 3,WHMOBEGYTDWMIG-BSWAIDMHSA-N,HMDB0002522,,0.32706766917293234,False,within_12m,provided_area,True,0.009391920699330192,-0.9658616197326193,0.014033827218792592,0.4078034317183993,0.017862844159205,0.7050133742390563,0.6366304538982894,,0.2993812681082758,0.9365845261627834
3,1-methylnicotinamide,Method 1,LDHMAVIPBRSVRG-UHFFFAOYSA-N,HMDB0000699,C02918,0.0,True,within_12m,provided_area,True,1.0546329741560652e-05,0.46988486075422425,-0.029041351226110092,0.2003211060438647,0.01899351229608416,0.2828963491295594,0.5886752166466488,,0.31030165918546165,0.7850312870147734
87,retinol (vitamin A),Method 2,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,HMDB0000305,C00473,0.0,True,within_12m,provided_area,True,0.007496151876835449,-0.7067894698417729,-0.02765886424475901,0.3021667602122009,0.019331765443791164,0.15296580897657547,0.7531024551172016,,0.31030165918546165,0.7706084016992897
1002,dexlansoprazole,Method 2,MJIHNNLFOKEZEW-RUZDIDTESA-N,,D08903,0.9699248120300752,False,within_12m,provided_area,True,0.0028041563303547014,-0.14812299478180524,-0.002804156330354674,0.06337162182321068,0.019419898641825407,0.110338946639395,0.32007362527871747,,0.31030165918546165,0.7706084016992897
1085,"N,N-dimethylalanine",Method 1,QCYOIFVBYZNUNW-BYPYZUCNSA-N,,,0.045112781954887216,True,within_12m,provided_area,True,-0.0009793578982474243,-0.9666317436276896,-0.0762799358481265,0.41383390125329,0.01950185447545861,0.0773076362955558,0.7472763947026594,,0.31030165918546165,0.7522236655268406
595,isoursodeoxycholate,Method 3,RUDATBOHQWOJDD-DNMBCGTGSA-N,HMDB0000686,C17662,0.05827067669172932,True,within_12m,provided_area,True,0.005287656978055242,-1.4683141983494703,-0.0024765745442811645,0.6300539629130757,0.019781965745571353,0.9611920093256755,0.7541533589829625,,0.31082413677728987,0.9924175279931567
693,glycohyocholate,Method 3,ZQYUKJFJPJDMMR-JPZDKMBBSA-N,HMDB0000138,,0.018796992481203006,True,within_12m,provided_area,True,-0.0230664712263018,1.3151130340307617,-0.006829110984991563,0.5659016744200466,0.020129515489338556,0.8628600704127547,0.7270085662452432,,0.31238025889010573,0.9564507129707519
665,duloxetine,Method 2,ZEUITGRIYCTCEM-KRWDZBQOSA-N,HMDB0014619,,0.981203007518797,False,within_12m,provided_area,True,0.0020050771799243958,-0.08934297765179339,-0.002005077179924491,0.03881328651329407,0.02134274019211737,0.200787466166375,0.14221065883242684,,0.32321702388400614,0.7829951087602092
915,mycophenolic acid,Method 3,HPNSFSBZBAHARI-RUDMXATFSA-N,HMDB0015159,C20380,0.9736842105263158,False,within_12m,provided_area,True,0.0024722189829812263,-0.11317798745675725,-0.002472218982981198,0.04924134609998066,0.02153709636071766,0.30079343683124593,0.40026670433441075,,0.32321702388400614,0.7850312870147734
