analysis,species,metabolite,n,r,p,q_bh
CRC_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,2-Hydroxypentanoate,149,0.3719461492781012,3.0028013708150845e-06,4.804482193304136e-05
CRC_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C01089_3-Hydroxybutyrate,149,0.21629941600489627,0.00806167652641755,0.016824368402958364
CRC_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C00431_5-Aminovalerate,149,0.31922037473479353,7.245006709434149e-05,0.0004968004600754845
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C06104_Adipate,149,-0.17422579967007176,0.03358102636926258,0.05037153955389387
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C00695_Cholate,149,0.10419873078875862,0.20599992853880456,0.23826497758705106
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C00300_Creatine,149,0.2653996494758782,0.0010709255159176716,0.0034269616509365487
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C02678_Dodecanedioate,149,-0.21736572190619888,0.007748019096827457,0.01652910740656524
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C00122_Fumarate,149,0.1572004260260208,0.05553880992552252,0.07509472891338256
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C01921_Glycocholate,149,0.21905716434410485,0.007272645922068851,0.015867591102695675
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C01042_N-Acetylaspartate,149,-0.18015357271512947,0.02790956110880724,0.042528855022944366
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C02656_Pimelate,149,-0.20950317880576208,0.010338480949682625,0.019460670022932
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C00250_Pyridoxal,149,-0.26983550887217345,0.0008747962078619503,0.002999301284098115
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C08277_Sebacate,149,-0.06818057919373627,0.40868897033735324,0.4423325122221415
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C00042_Succinate,149,0.2196625247181387,0.0071089146288229365,0.015867591102695675
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C05122_Taurocholate,149,0.2663702609768537,0.0010248560522549005,0.0033926269316024295
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C00378_Thiamine,149,-0.3879046636759153,1.0193121290137075e-06,2.827053437936493e-05
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,"C00628_2,5-Dihydroxybenzoate",149,0.1880527867561163,0.021637341005377272,0.0345015380306788
CRC_only_MetaPhlAn_CLR,Gemella morbillorum,C00431_5-Aminovalerate,149,0.28477860875189814,0.00043144018832022855,0.0016567303231496777
CRC_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C08261_Azelate,149,-0.0840114499411559,0.308366292156117,0.35241861960699084
CRC_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C00576_Betaine aldehyde,149,0.006135551230152936,0.9408004012128769,0.9408004012128769
CRC_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C00294_Inosine,149,-0.17065221812701153,0.03745026268815293,0.0539398388152778
CRC_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C01042_N-Acetylaspartate,149,-0.013926752856723495,0.8661316028746676,0.8845599348507244
CRC_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C04501_N-Acetylglucosamine 1-phosphate,149,-0.19763513492754115,0.015691751719305487,0.02690014580452369
CRC_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C00624_N-Acetylglutamate,149,-0.06803395274904325,0.40969980484702007,0.4423325122221415
CRC_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C08277_Sebacate,149,0.061330019318985296,0.45746756814731215,0.4879654060237996
CRC_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C00398_Tryptamine,149,0.2974873804358726,0.00022916129270583206,0.001099974204987994
CRC_only_MetaPhlAn_CLR,Fusobacterium nucleatum,"C00986_1,3-Diaminopropane",149,0.31637789300198205,8.465739466089144e-05,0.0005418073258297052
CRC_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C03264_2-Hydroxy-4-methylpentanoate,149,0.19110647820561447,0.019560871521431034,0.032944625720304904
CRC_only_MetaPhlAn_CLR,Fusobacterium nucleatum,"C06057_3-Aminopropane-1,2-diol",149,0.36691202479983154,4.173036552157666e-06,5.7230215572447994e-05
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C04677_AICAR,149,0.22528095800999268,0.005738742696092167,0.013300326196355535
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00041_Ala,149,0.058148073744451925,0.4811797691839941,0.5076182180402575
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00719_Betaine,149,0.07344014062882738,0.3734099735878396,0.4217336172286189
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00576_Betaine aldehyde,149,-0.20658645618450328,0.011477937087034634,0.020790225667081597
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C02256_Castanospermine,149,-0.17048028999756581,0.03764551250649597,0.0539398388152778
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00114_Choline,149,0.10541410836921622,0.20073003416703586,0.23500101561018832
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00300_Creatine,149,0.1562279326510826,0.057086968920523284,0.0755372082256537
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00491_Cystine,149,0.24238430838033556,0.0028984902459630825,0.008183972459189878
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C02678_Dodecanedioate,149,-0.16307574624312413,0.04690559755607155,0.06525996181714303
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00364_dTMP,149,-0.1423399595217687,0.08333118500998632,0.10526044422314061
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00122_Fumarate,149,0.06797898912189572,0.4100790998726103,0.4423325122221415
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00025_Glu,149,-0.2721470175527298,0.000786208975220554,0.002795409689673081
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00191_Glucuronate,149,0.1560093718896049,0.05743975208825751,0.0755372082256537
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C01425_Glu-Glu,149,0.2099007356106827,0.010191152963500686,0.019460670022932
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00037_Gly,149,0.14669069639673923,0.07423245531842568,0.09501754280758487
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C01921_Glycocholate,149,0.20333056380666745,0.012878878453402659,0.02289578391716028
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C02037_Gly-Gly,149,0.1190555208117747,0.14813021429372622,0.17775625715247148
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00407_Ile,149,0.15926350374989323,0.05236898971279161,0.07182032874897135
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00123_Leu,149,0.166597650691841,0.04228838064859948,0.05970124326861104
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C01042_N-Acetylaspartate,149,-0.2264291892839629,0.005489647452178737,0.013298630939099753
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00624_N-Acetylglutamate,149,-0.23017677536645983,0.004742472492308549,0.012304793493557316
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C02721_N-Methylalanine,149,-0.22492095319738103,0.005818892710905547,0.013300326196355535
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C01046_N-Methylglutamate,149,-0.12398945265341316,0.13192411776971394,0.1603128519733233
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C04137_Octopine,149,0.21267553136723313,0.009213387858173423,0.018426775716346846
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C01005_O-Phosphoserine,149,0.13209483770198033,0.10829837200393523,0.13502134691399717
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00079_Phe,149,0.2007359186581309,0.014100324835423068,0.02461147607637481
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00408_Pipecolate,149,-0.17362274806193967,0.03420917720023091,0.050524323249571804
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00042_Succinate,149,0.25163634007010055,0.0019633861259417463,0.005890158377825239
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C05122_Taurocholate,149,0.2071051672401895,0.011267572900211109,0.020790225667081597
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00183_Val,149,0.15536525034374643,0.05848988977741576,0.07587877592745829
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,"C03283_2,4-Diaminobutyrate",149,-0.18765288629158638,0.021922852290327154,0.0345015380306788
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C02356_2AB,149,0.00881669949754187,0.9150133098222389,0.9246450288729993
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C03264_2-Hydroxy-4-methylpentanoate,149,0.29393075178003364,0.00027436574280271397,0.0012542433956695496
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,2-Hydroxypentanoate,149,0.2261882714990827,0.005541096224624897,0.013298630939099753
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C01089_3-Hydroxybutyrate,149,-0.016554932465986185,0.8411751388452193,0.8683098207434521
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C05584_4-Hydroxy-3-methoxymandelate,149,0.10770764396110104,0.1910518315519777,0.22643180035789948
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C00431_5-Aminovalerate,149,0.1314634103349956,0.11001074407287016,0.13539783885891712
CRC_only_MetaPhlAn_CLR,Parvimonas unclassified,C03592_5-Methyl-2'-deoxycytidine,149,-0.18279589134887378,0.025657827825459553,0.039728249536195435
