analysis,species,metabolite,n,r,p,q_bh
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C00079_Phe,127,0.22598844409074278,0.010627353083061626,0.020404517919478324
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C02656_Pimelate,127,-0.37748354614990853,1.2146346598991922e-05,6.85911337354838e-05
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C00647_Pyridoxamine 5'-phosphate,127,-0.13598435045560683,0.12740782738326842,0.1510018694912811
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C08277_Sebacate,127,-0.18792473857658634,0.03436580748107395,0.04924055997288208
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C00042_Succinate,127,0.27113245026495303,0.0020474265405935094,0.005303656394971658
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C05122_Taurocholate,127,0.2123182648737687,0.016555336088066995,0.027882671306218097
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C00078_Trp,127,0.2239345368500498,0.011377373101437865,0.021416231720353625
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C00183_Val,127,0.20653816727002858,0.019820326590449813,0.03280605780488245
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,"C03283_2,4-Diaminobutyrate",127,-0.17467259229143575,0.04951567216711439,0.0653556641295131
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C03264_2-Hydroxy-4-methylpentanoate,127,0.26413875196747405,0.0026932170917637597,0.006463721020233024
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C05984_2-Hydroxybutyrate,127,0.17453545369156104,0.04969753626515059,0.0653556641295131
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,2-Hydroxypentanoate,127,0.09864706768491825,0.26985437496281367,0.30477670584035427
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C01089_3-Hydroxybutyrate,127,0.15039389609331433,0.09146714100944311,0.11257494278085307
Healthy_only_MetaPhlAn_CLR,Peptostreptococcus stomatis,C00431_5-Aminovalerate,127,0.19037794562797034,0.032042051485566984,0.04806307722835047
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C06104_Adipate,127,-0.27050092798490055,0.0020993639896762814,0.005303656394971658
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C00695_Cholate,127,0.14868469144690796,0.09525404107332504,0.11575174611442031
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C00300_Creatine,127,0.09878645542252347,0.2691748674015863,0.30477670584035427
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C02678_Dodecanedioate,127,-0.10421332395421493,0.2436183056848493,0.2817753897077775
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C00122_Fumarate,127,0.08256570225555393,0.3560878674303419,0.3798270585923647
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C01921_Glycocholate,127,0.11763521222519663,0.1877876125188099,0.21984891221714328
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C01042_N-Acetylaspartate,127,-0.19338043471650554,0.029380358958739795,0.04549216871030678
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C02656_Pimelate,127,-0.1384484977018187,0.12059184606972125,0.1447102152836655
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C00250_Pyridoxal,127,0.07632928052667981,0.3936994981486746,0.41533133870629413
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C08277_Sebacate,127,-0.09515447208242271,0.28726048953069727,0.3169770918959418
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C00042_Succinate,127,0.2279257633727824,0.009960078477927905,0.019513623140430182
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C05122_Taurocholate,127,0.05293200787000289,0.554500292505769,0.5723873987156326
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C00378_Thiamine,127,-0.17165338409227987,0.053649381809673984,0.06959919802336084
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,"C00628_2,5-Dihydroxybenzoate",127,0.08520832853280583,0.3408493497288222,0.3676577255501902
Healthy_only_MetaPhlAn_CLR,Gemella morbillorum,C00431_5-Aminovalerate,127,-0.01335719205332638,0.8815171575015979,0.8881171663792475
Healthy_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C08261_Azelate,127,-0.17645982849317082,0.04719557426706622,0.06381373422025856
Healthy_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C00576_Betaine aldehyde,127,-0.18151145111901518,0.041121519924299195,0.05639522732475318
Healthy_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C00294_Inosine,127,-0.20134307472737223,0.023214576447771317,0.03777287015230587
Healthy_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C01042_N-Acetylaspartate,127,-0.26950597561246414,0.002183615957299018,0.00537505466412066
Healthy_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C04501_N-Acetylglucosamine 1-phosphate,127,-0.21358437849560774,0.0159059808873637,0.027267395806909202
Healthy_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C00624_N-Acetylglutamate,127,-0.3221665378656644,0.00022099773529626134,0.0007857697254978181
Healthy_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C08277_Sebacate,127,-0.23348567076600715,0.008245375131981899,0.016500330406054323
Healthy_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C00398_Tryptamine,127,0.20023939017678233,0.023996635377421055,0.03839461660387369
Healthy_only_MetaPhlAn_CLR,Fusobacterium nucleatum,"C00986_1,3-Diaminopropane",127,0.1896953080297255,0.032674902640092894,0.048258317745367964
Healthy_only_MetaPhlAn_CLR,Fusobacterium nucleatum,C03264_2-Hydroxy-4-methylpentanoate,127,0.2482713769977453,0.004886568375328242,0.010909548000732822
Healthy_only_MetaPhlAn_CLR,Fusobacterium nucleatum,"C06057_3-Aminopropane-1,2-diol",127,0.05883982870459189,0.5111136516024976,0.5333359842808669
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C04677_AICAR,127,0.09259275223430163,0.3004931920679173,0.3278107549831825
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00041_Ala,127,0.45340823921400725,8.648649077025119e-08,6.918919261620096e-07
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00719_Betaine,127,0.5746651900150219,1.6086678631600716e-12,7.721605743168343e-11
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00576_Betaine aldehyde,127,-0.4582788859165744,6.032117411395847e-08,5.599469166635473e-07
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C02256_Castanospermine,127,-0.2190568689975166,0.013347242582130183,0.023988773032054
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00114_Choline,127,0.4792059897272205,1.2014368432319327e-08,1.2815326327807284e-07
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00300_Creatine,127,0.4959360733671997,3.0526839724121025e-09,4.186538019308026e-08
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00491_Cystine,127,0.6555512189768631,6.106433932615798e-17,5.862176575311166e-15
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C02678_Dodecanedioate,127,-0.36811692117535655,2.063061883595735e-05,0.00010423891622378449
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00364_dTMP,127,-0.23634688552040523,0.007469123911964187,0.015934131012190267
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00122_Fumarate,127,0.48390740516901665,8.23577786901445e-09,9.882933442817339e-08
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00025_Glu,127,-0.23346876794485782,0.008250165203027161,0.016500330406054323
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00191_Glucuronate,127,0.5223750723572262,2.9956442372272365e-10,7.1895461693453676e-09
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C01425_Glu-Glu,127,0.36511115656015397,2.436935406671051e-05,0.00011697289952021044
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00037_Gly,127,0.43072698394884346,4.308629012302611e-07,2.757522567873671e-06
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C01921_Glycocholate,127,0.4068648868329616,2.0664772284392162e-06,1.2398863370635298e-05
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C02037_Gly-Gly,127,0.2911058131451912,0.0008989697353377167,0.0025382674880123765
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00407_Ile,127,0.2978218591024703,0.0006723707925007271,0.002017112377502181
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00123_Leu,127,0.2930423517469475,0.0008273433583019326,0.002406817042332895
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C01042_N-Acetylaspartate,127,-0.28335689493700145,0.0012460458736389068,0.0034177258248381443
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00624_N-Acetylglutamate,127,-0.4338406076872334,3.479988069628198e-07,2.386277533459336e-06
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C02721_N-Methylalanine,127,-0.45745010493506216,6.416058420103147e-08,5.599469166635473e-07
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C01046_N-Methylglutamate,127,-0.30491609430801425,0.000490957888615721,0.0016252399071416972
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C04137_Octopine,127,0.18362711303164087,0.038779586060531855,0.05414638185195643
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C01005_O-Phosphoserine,127,0.2803858084170149,0.0014087936233209933,0.003756782995522649
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00079_Phe,127,0.3534485221065659,4.57878162563172e-05,0.00019980138002756597
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00408_Pipecolate,127,-0.29802569216563585,0.0006663968692932444,0.002017112377502181
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00042_Succinate,127,0.5301599434142704,1.4547473516370568e-10,4.655191525238582e-09
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C05122_Taurocholate,127,0.4974671661773041,2.682955958577182e-09,4.186538019308026e-08
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00183_Val,127,0.3439890793165341,7.50217210344455e-05,0.000300086884137782
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,"C03283_2,4-Diaminobutyrate",127,-0.32656672350977295,0.00017888897176910912,0.0006605131265320953
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C02356_2AB,127,0.3697780634509682,1.8803034502123427e-05,0.00010028285067799162
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C03264_2-Hydroxy-4-methylpentanoate,127,0.31881929628036304,0.0002589965072806596,0.0008879880249622615
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,2-Hydroxypentanoate,127,0.34519785427794636,7.049600980662946e-05,0.00029424421484506213
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C01089_3-Hydroxybutyrate,127,0.519899755546559,3.754768965315016e-10,7.2091564134048296e-09
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C05584_4-Hydroxy-3-methoxymandelate,127,0.3014816274311551,0.0005722527178344674,0.0018312086970702958
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C00431_5-Aminovalerate,127,0.35641168875215723,3.909890320404623e-05,0.00017873784321849705
Healthy_only_MetaPhlAn_CLR,Parvimonas unclassified,C03592_5-Methyl-2'-deoxycytidine,127,-0.3282538627662042,0.0001648210362749918,0.0006329127792959685
